wkt,latitude,longitude
237,3956.2137N,11623.6197E
237,3956.2138N,11623.6188E
237,3956.2133N,11623.6181E
237,3956.2124N,11623.6186E
237,3956.2111N,11623.6186E
237,3956.2086N,11623.618E
237,3956.2068N,11623.6171E
237,3956.2048N,11623.6165E
236,3956.2024N,11623.6163E
235,3956.2009N,11623.6162E
235,3956.2007N,11623.6162E
235,3956.2011N,11623.6165E
235,3956.2015N,11623.6178E
235,3956.2027N,11623.6193E
235,3956.2036N,11623.6196E
236,3956.2042N,11623.62E
235,3956.2049N,11623.6201E
234,3956.2055N,11623.6199E
233,3956.2056N,11623.6196E
232,3956.2055N,11623.6198E
232,3956.2051N,11623.62E
232,3956.2043N,11623.6205E
232,3956.2036N,11623.6214E
233,3956.2026N,11623.6221E
232,3956.2013N,11623.6226E
232,3956.1997N,11623.6233E
232,3956.1974N,11623.6243E
232,3956.1957N,11623.6248E
231,3956.1949N,11623.6244E
231,3956.194N,11623.6241E
230,3956.1936N,11623.6234E
229,3956.1935N,11623.6232E
229,3956.1919N,11623.6236E
230,3956.1913N,11623.6234E
230,3956.1905N,11623.6234E
230,3956.1895N,11623.6239E
230,3956.1884N,11623.6247E
230,3956.188N,11623.6248E
231,3956.1875N,11623.6257E
231,3956.1876N,11623.6266E
231,3956.1885N,11623.6277E
232,3956.1889N,11623.6293E
231,3956.1882N,11623.6314E
231,3956.1872N,11623.6331E
230,3956.1864N,11623.6352E
231,3956.1855N,11623.6371E
232,3956.1844N,11623.6403E
232,3956.1836N,11623.6422E
233,3956.1836N,11623.6442E
234,3956.1829N,11623.6455E
235,3956.1825N,11623.6468E
235,3956.1818N,11623.6484E
235,3956.1807N,11623.6506E
236,3956.1801N,11623.6523E
236,3956.1796N,11623.6542E
236,3956.1796N,11623.6561E
236,3956.18N,11623.6573E
236,3956.1802N,11623.6586E
235,3956.1802N,11623.6605E
235,3956.1798N,11623.6627E
236,3956.1799N,11623.6649E
236,3956.1799N,11623.6669E
236,3956.1803N,11623.6684E
236,3956.1812N,11623.6691E
235,3956.1819N,11623.6699E
235,3956.1828N,11623.6703E
235,3956.1834N,11623.6706E
235,3956.1834N,11623.6712E
235,3956.1842N,11623.6716E
235,3956.185N,11623.6717E
235,3956.186N,11623.6724E
235,3956.1854N,11623.6743E
235,3956.1854N,11623.6766E
235,3956.1845N,11623.6785E
235,3956.1835N,11623.6804E
235,3956.183N,11623.6821E
235,3956.1823N,11623.6829E
235,3956.1822N,11623.6834E
235,3956.1825N,11623.6835E
234,3956.1825N,11623.6836E
234,3956.1823N,11623.6836E
234,3956.1825N,11623.6834E
234,3956.1822N,11623.6837E
234,3956.1817N,11623.6835E
234,3956.1816N,11623.683E
234,3956.1818N,11623.6832E
235,3956.1836N,11623.6835E
237,3956.1844N,11623.6843E
239,3956.1846N,11623.6851E
243,3956.1838N,11623.6866E
246,3956.1842N,11623.6878E
247,3956.1847N,11623.6889E
263,3956.1842N,11623.6904E
283,3956.1841N,11623.6921E
286,3956.1838N,11623.6937E
285,3956.184N,11623.6956E
283,3956.184N,11623.6979E
281,3956.1838N,11623.7004E
279,3956.1839N,11623.7021E
277,3956.1842N,11623.7034E
276,3956.1846N,11623.7041E
274,3956.1847N,11623.7048E
273,3956.1848N,11623.7058E
271,3956.1847N,11623.7074E
270,3956.1844N,11623.7092E
269,3956.1842N,11623.7108E
268,3956.1837N,11623.7118E
267,3956.1831N,11623.7127E
266,3956.1822N,11623.714E
265,3956.1813N,11623.7155E
264,3956.1801N,11623.7178E
264,3956.1792N,11623.7196E
263,3956.1784N,11623.7217E
262,3956.178N,11623.7232E
261,3956.1778N,11623.7248E
260,3956.1783N,11623.7258E
259,3956.1793N,11623.7267E
258,3956.1804N,11623.7273E
257,3956.1813N,11623.728E
257,3956.1819N,11623.7291E
256,3956.1827N,11623.7305E
256,3956.1832N,11623.7319E
255,3956.1839N,11623.7339E
255,3956.1848N,11623.7364E
254,3956.1858N,11623.7391E
254,3956.1865N,11623.7421E
254,3956.1871N,11623.7446E
254,3956.1873N,11623.7463E
254,3956.1872N,11623.7479E
253,3956.187N,11623.7489E
253,3956.1871N,11623.7497E
253,3956.1873N,11623.7503E
253,3956.1875N,11623.751E
253,3956.1878N,11623.7514E
252,3956.1875N,11623.7521E
252,3956.1873N,11623.7536E
251,3956.1872N,11623.7554E
251,3956.1873N,11623.7573E
251,3956.1878N,11623.7596E
251,3956.1878N,11623.7623E
251,3956.1881N,11623.7651E
251,3956.1884N,11623.7676E
251,3956.1878N,11623.7702E
251,3956.1875N,11623.7724E
251,3956.1874N,11623.7743E
251,3956.1879N,11623.7759E
251,3956.1882N,11623.7773E
250,3956.1882N,11623.7785E
250,3956.1879N,11623.7798E
250,3956.1876N,11623.781E
250,3956.1875N,11623.7815E
249,3956.1876N,11623.7815E
249,3956.1871N,11623.7822E
248,3956.1866N,11623.7828E
248,3956.1864N,11623.7837E
247,3956.1866N,11623.785E
247,3956.1868N,11623.7863E
247,3956.1871N,11623.7876E
246,3956.1871N,11623.7898E
246,3956.1861N,11623.7921E
246,3956.1845N,11623.7946E
246,3956.1828N,11623.7971E
246,3956.1822N,11623.7987E
246,3956.1817N,11623.7999E
246,3956.1819N,11623.8001E
247,3956.1811N,11623.8003E
247,3956.1803N,11623.8012E
247,3956.1803N,11623.8022E
247,3956.1807N,11623.8035E
247,3956.1806N,11623.805E
247,3956.1807N,11623.8062E
247,3956.1803N,11623.8072E
247,3956.18N,11623.808E
247,3956.1797N,11623.8089E
247,3956.1792N,11623.8098E
247,3956.1789N,11623.8103E
247,3956.1792N,11623.81E
247,3956.1798N,11623.8097E
247,3956.1801N,11623.8095E
246,3956.1801N,11623.8095E
246,3956.1805N,11623.8092E
246,3956.1806N,11623.8092E
246,3956.1809N,11623.809E
246,3956.181N,11623.8089E
246,3956.1814N,11623.8087E
246,3956.1813N,11623.8092E
246,3956.1814N,11623.8095E
246,3956.1814N,11623.8098E
246,3956.1814N,11623.8098E
245,3956.1815N,11623.81E
245,3956.1813N,11623.8098E
245,3956.181N,11623.8096E
245,3956.1808N,11623.8094E
245,3956.1813N,11623.8089E
245,3956.1817N,11623.8085E
245,3956.182N,11623.8086E
245,3956.1822N,11623.8087E
245,3956.1827N,11623.8089E
245,3956.1834N,11623.8088E
245,3956.1844N,11623.8088E
244,3956.1846N,11623.8087E
244,3956.1848N,11623.8084E
244,3956.1849N,11623.808E
244,3956.1846N,11623.8077E
244,3956.1844N,11623.8073E
244,3956.1842N,11623.8072E
244,3956.1843N,11623.807E
244,3956.1843N,11623.8072E
244,3956.1839N,11623.8075E
244,3956.1834N,11623.8079E
244,3956.1835N,11623.8079E
244,3956.1837N,11623.8078E
243,3956.1836N,11623.8077E
243,3956.1834N,11623.8072E
243,3956.183N,11623.807E
243,3956.1832N,11623.807E
243,3956.1838N,11623.8071E
243,3956.1841N,11623.8071E
243,3956.1846N,11623.8068E
243,3956.1853N,11623.8066E
243,3956.1861N,11623.8067E
242,3956.1866N,11623.8071E
242,3956.1872N,11623.8078E
242,3956.1874N,11623.8093E
242,3956.1871N,11623.8108E
242,3956.1869N,11623.812E
242,3956.1873N,11623.8129E
242,3956.1879N,11623.8135E
242,3956.1878N,11623.8135E
242,3956.1874N,11623.8135E
242,3956.1871N,11623.8142E
242,3956.1872N,11623.8144E
242,3956.1871N,11623.8144E
242,3956.187N,11623.8147E
242,3956.1873N,11623.8151E
241,3956.1877N,11623.8157E
242,3956.1881N,11623.8159E
242,3956.1889N,11623.8159E
242,3956.1896N,11623.816E
242,3956.19N,11623.8166E
242,3956.1901N,11623.8177E
242,3956.1903N,11623.8177E
242,3956.1905N,11623.8177E
242,3956.1906N,11623.8181E
242,3956.191N,11623.8179E
242,3956.1913N,11623.8177E
242,3956.1915N,11623.8171E
242,3956.1914N,11623.8165E
242,3956.1912N,11623.8165E
242,3956.1915N,11623.8163E
242,3956.1918N,11623.8159E
242,3956.1923N,11623.8161E
242,3956.1936N,11623.816E
241,3956.1948N,11623.8164E
241,3956.1958N,11623.8168E
241,3956.1964N,11623.8179E
241,3956.1969N,11623.8188E
241,3956.1972N,11623.8195E
241,3956.1976N,11623.8201E
240,3956.1977N,11623.8206E
240,3956.1972N,11623.8219E
240,3956.1965N,11623.8229E
240,3956.1962N,11623.8234E
240,3956.1955N,11623.8235E
240,3956.1949N,11623.8228E
240,3956.1942N,11623.8216E
240,3956.1945N,11623.821E
240,3956.1949N,11623.8201E
240,3956.195N,11623.819E
240,3956.1951N,11623.8176E
240,3956.1961N,11623.8164E
240,3956.1973N,11623.8154E
239,3956.1983N,11623.8147E
239,3956.1976N,11623.8149E
239,3956.1971N,11623.815E
239,3956.1964N,11623.8151E
239,3956.1964N,11623.8146E
240,3956.1961N,11623.8142E
240,3956.1953N,11623.8138E
240,3956.1951N,11623.8136E
239,3956.1945N,11623.8128E
239,3956.1937N,11623.8123E
239,3956.1927N,11623.8123E
239,3956.1923N,11623.8128E
239,3956.1922N,11623.813E
239,3956.1923N,11623.8139E
239,3956.1925N,11623.8129E
239,3956.1922N,11623.8128E
239,3956.1924N,11623.8119E
239,3956.1924N,11623.8116E
240,3956.1925N,11623.8112E
240,3956.1927N,11623.8103E
240,3956.1926N,11623.8095E
240,3956.1927N,11623.8097E
241,3956.1926N,11623.8098E
241,3956.1924N,11623.8102E
242,3956.1924N,11623.8104E
242,3956.1925N,11623.8109E
243,3956.1927N,11623.8107E
243,3956.193N,11623.8111E
244,3956.1927N,11623.8111E
244,3956.1924N,11623.811E
245,3956.1922N,11623.8107E
245,3956.1925N,11623.8102E
246,3956.1926N,11623.8109E
246,3956.1925N,11623.8101E
246,3956.1929N,11623.8104E
247,3956.1929N,11623.8106E
247,3956.1929N,11623.8113E
247,3956.1932N,11623.812E
248,3956.1931N,11623.8136E
248,3956.1928N,11623.8145E
248,3956.1923N,11623.8146E
249,3956.1919N,11623.8148E
249,3956.192N,11623.8145E
249,3956.1923N,11623.8138E
249,3956.1921N,11623.8136E
249,3956.1919N,11623.8132E
250,3956.1917N,11623.8133E
250,3956.1915N,11623.8137E
250,3956.1914N,11623.8145E
250,3956.1912N,11623.8156E
250,3956.1911N,11623.8168E
249,3956.1912N,11623.8169E
249,3956.1915N,11623.8166E
249,3956.1918N,11623.8162E
249,3956.1923N,11623.8159E
249,3956.1927N,11623.8158E
249,3956.1931N,11623.8152E
249,3956.1937N,11623.8146E
248,3956.1942N,11623.8135E
249,3956.1946N,11623.8133E
249,3956.195N,11623.8128E
249,3956.1952N,11623.8123E
249,3956.1949N,11623.8112E
249,3956.1948N,11623.8107E
249,3956.1949N,11623.8107E
248,3956.1953N,11623.8108E
248,3956.1958N,11623.811E
248,3956.1965N,11623.8116E
248,3956.1975N,11623.8123E
248,3956.1983N,11623.8134E
248,3956.1988N,11623.8139E
248,3956.1997N,11623.8146E
248,3956.1995N,11623.815E
248,3956.1995N,11623.8148E
248,3956.2001N,11623.8139E
248,3956.2007N,11623.8131E
247,3956.2004N,11623.8125E
247,3956.2008N,11623.8121E
247,3956.2012N,11623.8116E
247,3956.2015N,11623.8113E
247,3956.2016N,11623.8106E
247,3956.2018N,11623.8098E
247,3956.2019N,11623.8097E
247,3956.2024N,11623.8098E
247,3956.2032N,11623.8099E
247,3956.2047N,11623.8106E
247,3956.2061N,11623.811E
247,3956.2069N,11623.8116E
247,3956.2076N,11623.8122E
247,3956.2074N,11623.8129E
247,3956.2078N,11623.8136E
247,3956.2078N,11623.8142E
247,3956.2069N,11623.815E
246,3956.2067N,11623.815E
246,3956.2068N,11623.8148E
246,3956.2072N,11623.8146E
246,3956.2083N,11623.8142E
246,3956.2094N,11623.8141E
246,3956.2092N,11623.8149E
246,3956.2095N,11623.8146E
246,3956.2104N,11623.8145E
245,3956.2118N,11623.8139E
245,3956.2124N,11623.8137E
245,3956.213N,11623.8134E
245,3956.2137N,11623.8135E
245,3956.2143N,11623.8135E
245,3956.2152N,11623.8142E
244,3956.2157N,11623.815E
244,3956.2166N,11623.8157E
244,3956.2167N,11623.8158E
244,3956.2167N,11623.8155E
244,3956.2163N,11623.8155E
244,3956.216N,11623.8155E
244,3956.2164N,11623.8153E
244,3956.2173N,11623.8146E
244,3956.2178N,11623.8142E
244,3956.2183N,11623.814E
243,3956.2184N,11623.8141E
243,3956.2185N,11623.8145E
243,3956.2183N,11623.8153E
243,3956.2188N,11623.8163E
243,3956.2194N,11623.8175E
242,3956.2192N,11623.8189E
242,3956.219N,11623.8202E
242,3956.2186N,11623.8209E
242,3956.2192N,11623.8209E
242,3956.2192N,11623.8208E
242,3956.2196N,11623.82E
242,3956.2201N,11623.8191E
242,3956.2206N,11623.8182E
242,3956.221N,11623.8165E
242,3956.2214N,11623.8157E
242,3956.2219N,11623.8152E
242,3956.2228N,11623.8153E
242,3956.2236N,11623.8159E
242,3956.2243N,11623.8164E
241,3956.225N,11623.8162E
241,3956.2251N,11623.8164E
241,3956.2254N,11623.8171E
241,3956.2252N,11623.8179E
241,3956.2248N,11623.8176E
241,3956.2251N,11623.817E
240,3956.2251N,11623.8169E
240,3956.225N,11623.8171E
240,3956.2252N,11623.8174E
240,3956.2256N,11623.8173E
239,3956.2262N,11623.8173E
239,3956.2274N,11623.817E
239,3956.2274N,11623.8173E
239,3956.2273N,11623.8172E
239,3956.2272N,11623.817E
240,3956.227N,11623.817E
240,3956.2267N,11623.8177E
239,3956.2264N,11623.8181E
239,3956.2261N,11623.8183E
239,3956.2257N,11623.8184E
239,3956.2256N,11623.8185E
238,3956.2255N,11623.8188E
238,3956.2254N,11623.819E
238,3956.2253N,11623.8191E
237,3956.225N,11623.8193E
237,3956.2249N,11623.8189E
237,3956.2249N,11623.8187E
237,3956.2247N,11623.8185E
237,3956.2246N,11623.8185E
237,3956.2246N,11623.8185E
237,3956.2249N,11623.8185E
237,3956.2257N,11623.8182E
237,3956.2263N,11623.8183E
237,3956.2266N,11623.8185E
237,3956.227N,11623.8184E
237,3956.2272N,11623.8181E
237,3956.2278N,11623.8177E
237,3956.2283N,11623.8171E
237,3956.2288N,11623.817E
237,3956.2296N,11623.8168E
237,3956.2306N,11623.8165E
237,3956.2311N,11623.8167E
237,3956.2317N,11623.8165E
237,3956.2324N,11623.8164E
237,3956.2327N,11623.8165E
237,3956.2331N,11623.8163E
237,3956.2337N,11623.816E
237,3956.2341N,11623.8158E
237,3956.2343N,11623.8159E
236,3956.2347N,11623.816E
236,3956.2348N,11623.816E
236,3956.2351N,11623.8155E
237,3956.2349N,11623.8154E
237,3956.2351N,11623.8155E
237,3956.2353N,11623.8159E
237,3956.2355N,11623.8162E
237,3956.2356N,11623.8164E
237,3956.2359N,11623.8163E
237,3956.2364N,11623.8161E
237,3956.2369N,11623.816E
237,3956.2374N,11623.8158E
237,3956.2377N,11623.8155E
237,3956.2376N,11623.8156E
237,3956.2379N,11623.8153E
236,3956.2385N,11623.8152E
236,3956.2388N,11623.8154E
236,3956.2396N,11623.8152E
236,3956.2398N,11623.8154E
236,3956.2403N,11623.8152E
235,3956.2409N,11623.815E
235,3956.2413N,11623.8151E
235,3956.242N,11623.8151E
235,3956.2425N,11623.8152E
235,3956.2427N,11623.8154E
235,3956.2428N,11623.8156E
235,3956.2432N,11623.8155E
234,3956.2437N,11623.8153E
234,3956.244N,11623.8152E
234,3956.2444N,11623.815E
234,3956.2447N,11623.8148E
234,3956.2446N,11623.8151E
234,3956.2451N,11623.815E
233,3956.2455N,11623.8148E
233,3956.246N,11623.8146E
233,3956.2465N,11623.8143E
233,3956.2464N,11623.8146E
233,3956.2465N,11623.8145E
233,3956.2467N,11623.8145E
233,3956.247N,11623.8143E
233,3956.2475N,11623.8143E
232,3956.2475N,11623.8146E
232,3956.2478N,11623.8147E
232,3956.2482N,11623.8147E
232,3956.2489N,11623.8146E
233,3956.2494N,11623.8146E
232,3956.2499N,11623.8148E
232,3956.2504N,11623.8147E
232,3956.2506N,11623.8146E
232,3956.2511N,11623.8145E
232,3956.252N,11623.8141E
232,3956.2527N,11623.8139E
232,3956.2531N,11623.8138E
232,3956.2533N,11623.8136E
232,3956.2535N,11623.8136E
232,3956.2534N,11623.8138E
233,3956.2536N,11623.814E
234,3956.2538N,11623.8141E
235,3956.2546N,11623.8139E
234,3956.2551N,11623.8139E
234,3956.2549N,11623.8141E
234,3956.255N,11623.8142E
234,3956.2555N,11623.8141E
233,3956.2559N,11623.814E
233,3956.2564N,11623.8139E
233,3956.2568N,11623.814E
233,3956.2572N,11623.8142E
233,3956.2574N,11623.8144E
233,3956.2579N,11623.8145E
232,3956.2581N,11623.8146E
232,3956.2584N,11623.8146E
232,3956.2591N,11623.8145E
232,3956.2593N,11623.8146E
232,3956.2593N,11623.8147E
232,3956.2597N,11623.8146E
232,3956.2601N,11623.8146E
232,3956.2607N,11623.8145E
232,3956.261N,11623.8147E
232,3956.2613N,11623.8148E
232,3956.2618N,11623.8149E
232,3956.2622N,11623.8151E
233,3956.2625N,11623.8152E
232,3956.2628N,11623.8156E
232,3956.2631N,11623.816E
232,3956.2636N,11623.8158E
232,3956.2641N,11623.816E
232,3956.2647N,11623.816E
233,3956.2649N,11623.8163E
233,3956.265N,11623.8167E
233,3956.2649N,11623.8176E
233,3956.2651N,11623.818E
233,3956.2653N,11623.8186E
233,3956.2654N,11623.8193E
234,3956.2657N,11623.8199E
234,3956.2658N,11623.8205E
234,3956.2658N,11623.8214E
234,3956.266N,11623.8222E
234,3956.2661N,11623.823E
234,3956.2662N,11623.8237E
233,3956.2663N,11623.8247E
233,3956.2664N,11623.8253E
233,3956.2666N,11623.8259E
234,3956.2669N,11623.8263E
234,3956.2669N,11623.827E
234,3956.2672N,11623.8276E
234,3956.2674N,11623.8284E
234,3956.2674N,11623.8292E
234,3956.2673N,11623.83E
234,3956.2673N,11623.8306E
234,3956.2672N,11623.8313E
234,3956.267N,11623.8321E
234,3956.2667N,11623.833E
235,3956.2666N,11623.834E
235,3956.2668N,11623.8349E
235,3956.2667N,11623.8359E
235,3956.2666N,11623.8368E
235,3956.2666N,11623.8374E
235,3956.2668N,11623.838E
235,3956.2669N,11623.8387E
235,3956.2668N,11623.8392E
236,3956.2669N,11623.8398E
236,3956.2669N,11623.8406E
236,3956.2669N,11623.8413E
236,3956.267N,11623.8419E
236,3956.2669N,11623.8426E
236,3956.2668N,11623.8433E
237,3956.2667N,11623.844E
236,3956.2666N,11623.8447E
236,3956.2666N,11623.8452E
236,3956.2666N,11623.8458E
236,3956.2666N,11623.8464E
236,3956.2665N,11623.8471E
236,3956.2664N,11623.8478E
235,3956.2665N,11623.8485E
235,3956.2666N,11623.8492E
235,3956.2665N,11623.8499E
235,3956.2665N,11623.8505E
235,3956.2663N,11623.8511E
234,3956.2663N,11623.8517E
234,3956.2664N,11623.8523E
234,3956.2663N,11623.8529E
234,3956.2664N,11623.8537E
234,3956.2663N,11623.8545E
234,3956.2663N,11623.8552E
233,3956.2662N,11623.856E
233,3956.2663N,11623.8567E
233,3956.2664N,11623.857E
233,3956.2664N,11623.8575E
233,3956.2664N,11623.8582E
233,3956.2664N,11623.859E
233,3956.2663N,11623.8597E
233,3956.2663N,11623.8606E
233,3956.2663N,11623.8614E
233,3956.2664N,11623.862E
233,3956.2664N,11623.8627E
233,3956.2665N,11623.8634E
232,3956.2666N,11623.864E
232,3956.2666N,11623.8646E
232,3956.2665N,11623.8653E
232,3956.2664N,11623.8659E
232,3956.2665N,11623.8666E
232,3956.2664N,11623.8672E
231,3956.2664N,11623.8679E
231,3956.2663N,11623.8686E
231,3956.2662N,11623.8692E
231,3956.266N,11623.8699E
231,3956.2659N,11623.8705E
231,3956.266N,11623.8714E
231,3956.266N,11623.8721E
231,3956.2659N,11623.8728E
231,3956.2658N,11623.8734E
231,3956.2658N,11623.874E
231,3956.2657N,11623.8746E
230,3956.2658N,11623.8752E
230,3956.2658N,11623.8758E
230,3956.2657N,11623.8765E
230,3956.2656N,11623.8772E
230,3956.2656N,11623.878E
230,3956.2656N,11623.8791E
230,3956.2657N,11623.88E
230,3956.2659N,11623.8808E
230,3956.2659N,11623.8814E
230,3956.2659N,11623.8821E
230,3956.266N,11623.883E
230,3956.2659N,11623.8838E
230,3956.2659N,11623.8845E
229,3956.2659N,11623.8857E
229,3956.266N,11623.8866E
229,3956.2661N,11623.8877E
229,3956.2662N,11623.8886E
229,3956.2663N,11623.8893E
229,3956.2665N,11623.8901E
229,3956.2666N,11623.8909E
229,3956.2668N,11623.8914E
229,3956.2669N,11623.8917E
229,3956.2669N,11623.8921E
229,3956.2669N,11623.8929E
229,3956.2669N,11623.8936E
229,3956.2669N,11623.8943E
229,3956.267N,11623.895E
228,3956.2669N,11623.8956E
228,3956.2669N,11623.8962E
229,3956.267N,11623.8965E
228,3956.2669N,11623.8967E
228,3956.2669N,11623.897E
228,3956.2668N,11623.8973E
228,3956.2668N,11623.8978E
228,3956.2668N,11623.8984E
228,3956.2668N,11623.899E
228,3956.2667N,11623.8995E
228,3956.2666N,11623.9E
228,3956.2665N,11623.9005E
227,3956.2666N,11623.9009E
228,3956.2666N,11623.901E
228,3956.2667N,11623.9013E
228,3956.2668N,11623.9016E
227,3956.2669N,11623.9021E
227,3956.2669N,11623.9027E
227,3956.2671N,11623.9033E
227,3956.2673N,11623.9038E
228,3956.2674N,11623.9043E
228,3956.2676N,11623.905E
228,3956.2677N,11623.9057E
228,3956.268N,11623.9064E
228,3956.268N,11623.9071E
228,3956.2682N,11623.9077E
227,3956.2683N,11623.9084E
227,3956.2684N,11623.9091E
227,3956.2687N,11623.9098E
227,3956.2688N,11623.9103E
227,3956.2688N,11623.9107E
227,3956.2688N,11623.911E
227,3956.2687N,11623.9116E
227,3956.2687N,11623.9123E
227,3956.2686N,11623.9132E
227,3956.2684N,11623.9141E
227,3956.2681N,11623.9148E
227,3956.2681N,11623.9152E
227,3956.2681N,11623.9161E
226,3956.2682N,11623.9167E
227,3956.2682N,11623.9174E
227,3956.2683N,11623.918E
227,3956.2683N,11623.9186E
227,3956.2683N,11623.9192E
227,3956.2683N,11623.9198E
227,3956.2683N,11623.9201E
226,3956.2683N,11623.9207E
226,3956.2684N,11623.9214E
227,3956.2684N,11623.922E
226,3956.2684N,11623.9225E
226,3956.2684N,11623.9232E
226,3956.2685N,11623.924E
226,3956.2685N,11623.9249E
226,3956.2686N,11623.9259E
226,3956.2688N,11623.9268E
226,3956.269N,11623.9278E
226,3956.2691N,11623.9287E
226,3956.2692N,11623.9297E
226,3956.2694N,11623.9305E
226,3956.2694N,11623.9313E
226,3956.2695N,11623.9321E
225,3956.2695N,11623.9325E
225,3956.2694N,11623.9332E
225,3956.2692N,11623.9341E
225,3956.269N,11623.9351E
225,3956.2688N,11623.9357E
225,3956.2687N,11623.9365E
225,3956.2688N,11623.9374E
225,3956.2688N,11623.9382E
225,3956.2688N,11623.939E
225,3956.2688N,11623.9401E
225,3956.2687N,11623.9418E
225,3956.2686N,11623.9434E
225,3956.2686N,11623.9453E
226,3956.2684N,11623.9472E
225,3956.2682N,11623.9494E
225,3956.2681N,11623.9515E
225,3956.2681N,11623.9534E
225,3956.268N,11623.9555E
225,3956.2678N,11623.9576E
225,3956.2676N,11623.9597E
226,3956.2675N,11623.9618E
226,3956.2675N,11623.9638E
226,3956.2676N,11623.9658E
226,3956.2675N,11623.9677E
227,3956.2675N,11623.9696E
227,3956.2675N,11623.9714E
227,3956.2674N,11623.9732E
227,3956.2673N,11623.9749E
228,3956.2674N,11623.9766E
228,3956.2676N,11623.9786E
228,3956.2679N,11623.9803E
228,3956.2679N,11623.982E
228,3956.2677N,11623.9837E
229,3956.2676N,11623.9855E
228,3956.2678N,11623.9871E
228,3956.2685N,11623.9882E
228,3956.2694N,11623.9889E
228,3956.2706N,11623.9895E
228,3956.2717N,11623.9899E
228,3956.2729N,11623.9899E
229,3956.2742N,11623.9902E
229,3956.2754N,11623.9907E
229,3956.2766N,11623.9912E
229,3956.2778N,11623.9916E
229,3956.2786N,11623.992E
229,3956.2796N,11623.9922E
229,3956.2806N,11623.9925E
229,3956.2818N,11623.993E
229,3956.2826N,11623.9935E
229,3956.283N,11623.9941E
229,3956.2837N,11623.9944E
228,3956.2843N,11623.9942E
228,3956.2852N,11623.9941E
228,3956.286N,11623.9941E
228,3956.287N,11623.9936E
228,3956.2885N,11623.9941E
228,3956.2897N,11623.9943E
228,3956.2909N,11623.9942E
228,3956.2923N,11623.994E
228,3956.2939N,11623.9938E
228,3956.2952N,11623.994E
228,3956.2964N,11623.9941E
228,3956.2978N,11623.9943E
227,3956.2995N,11623.9941E
228,3956.301N,11623.9944E
228,3956.3024N,11623.9947E
227,3956.3037N,11623.9947E
227,3956.3055N,11623.9944E
227,3956.3071N,11623.9945E
227,3956.3086N,11623.9944E
228,3956.3102N,11623.9939E
228,3956.3115N,11623.993E
228,3956.3123N,11623.992E
228,3956.3129N,11623.9906E
227,3956.3133N,11623.9892E
227,3956.3137N,11623.9875E
227,3956.3138N,11623.9859E
227,3956.3139N,11623.9844E
227,3956.3137N,11623.9828E
227,3956.3138N,11623.9809E
227,3956.3137N,11623.9791E
227,3956.3138N,11623.9772E
227,3956.3141N,11623.9753E
227,3956.3142N,11623.9735E
227,3956.3143N,11623.972E
227,3956.3144N,11623.9704E
227,3956.3145N,11623.9685E
227,3956.3141N,11623.9672E
227,3956.3138N,11623.9664E
227,3956.3135N,11623.9659E
227,3956.3135N,11623.9658E
227,3956.3135N,11623.9664E
227,3956.3137N,11623.967E
226,3956.3142N,11623.9672E
226,3956.3149N,11623.9672E
227,3956.316N,11623.9668E
227,3956.3171N,11623.9664E
227,3956.3181N,11623.966E
227,3956.319N,11623.9654E
228,3956.32N,11623.9638E
228,3956.3212N,11623.9625E
229,3956.3226N,11623.9604E
229,3956.3237N,11623.9577E
230,3956.3248N,11623.9548E
230,3956.3257N,11623.9518E
230,3956.3264N,11623.9494E
229,3956.3271N,11623.9474E
230,3956.3275N,11623.9461E
230,3956.3281N,11623.9454E
230,3956.3293N,11623.9448E
230,3956.3304N,11623.9444E
230,3956.3311N,11623.944E
230,3956.3319N,11623.9437E
230,3956.3334N,11623.9428E
230,3956.3348N,11623.9424E
230,3956.3358N,11623.9423E
230,3956.337N,11623.9421E
230,3956.3381N,11623.942E
230,3956.3391N,11623.9419E
230,3956.3403N,11623.9415E
230,3956.3413N,11623.941E
230,3956.3427N,11623.9406E
230,3956.3441N,11623.9401E
230,3956.3454N,11623.9397E
230,3956.3469N,11623.9393E
230,3956.3479N,11623.9391E
230,3956.349N,11623.9391E
230,3956.3497N,11623.9392E
230,3956.3505N,11623.9389E
230,3956.3509N,11623.939E
230,3956.3511N,11623.9392E
230,3956.351N,11623.9395E
231,3956.351N,11623.9398E
231,3956.351N,11623.9399E
231,3956.351N,11623.9394E
231,3956.3512N,11623.9391E
229,3956.3513N,11623.9393E
230,3956.3515N,11623.9391E
230,3956.3516N,11623.9386E
230,3956.3517N,11623.9383E
231,3956.3516N,11623.9382E
230,3956.3518N,11623.9384E
230,3956.3518N,11623.9389E
231,3956.3521N,11623.9395E
231,3956.3524N,11623.9402E
232,3956.3526N,11623.9405E
231,3956.3526N,11623.9407E
231,3956.3525N,11623.9406E
232,3956.3523N,11623.9405E
232,3956.3523N,11623.9402E
232,3956.3525N,11623.9397E
232,3956.3528N,11623.9393E
232,3956.3532N,11623.9387E
232,3956.353N,11623.9383E
233,3956.3517N,11623.9384E
232,3956.3497N,11623.939E
231,3956.3498N,11623.9385E
231,3956.3504N,11623.9379E
231,3956.3515N,11623.9365E
231,3956.3526N,11623.9352E
232,3956.3526N,11623.9345E
232,3956.3527N,11623.9345E
232,3956.3528N,11623.935E
232,3956.3532N,11623.9348E
232,3956.3537N,11623.9347E
231,3956.354N,11623.9348E
